participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.consent,player.offer_price,player.transaction_price,player.discount,player.purchased,player.assigned_round,player.path_seed,player.realized_return,player.last_return,player.last_imbalance,player.imbalance_was_informative,player.cq_informative,player.cq_attention,player.cq_cash,player.investment_amount,player.return_forecast,player.forecast_confidence,player.imbalance_informative,player.belief_confidence,player.practice_imbalance_informative,player.practice_belief_confidence,player.practice_return_forecast,player.practice_forecast_confidence,player.practice_investment,player.fl_interest,player.fl_inflation,player.fl_diversification,player.age,player.gender,player.education,player.finance_course,player.data_available,player.investment_payoff,player.fin_literacy_score,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
21,ohys4ven,,0,0,11,,,,0,,,0.0,21,,0.0,,9,7,2,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
22,q9ihc3n1,,0,0,11,,,,0,,,0.0,22,,0.0,,3,0,3,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
23,0nd9jroz,,0,0,11,,,,0,,,0.0,23,,0.0,,6,0,6,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
24,n2oq346h,,0,0,11,,,,0,,,0.0,24,,0.0,,9,0,9,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
25,1gzjjjiy,,0,0,11,,,,0,,,0.0,25,,0.0,,3,0,3,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
26,hvyi3crr,,0,0,11,,,,0,,,0.0,26,,0.0,,6,0,6,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
27,9xbczb71,,0,0,11,,,,0,,,0.0,27,,0.0,,9,0,9,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
28,hzu97xbj,,0,0,11,,,,0,,,0.0,28,,0.0,,3,1,2,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
29,zckbopew,,0,0,11,,,,0,,,0.0,29,,0.0,,6,1,5,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
30,2n2q3nhs,,0,0,11,,,,0,,,0.0,30,,0.0,,9,1,8,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
31,9bj0fkbl,,0,0,11,,,,0,,,0.0,31,,0.0,,6,4,2,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
32,l02z7lgp,,0,0,11,,,,0,,,0.0,32,,0.0,,9,4,5,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
33,kpgnntl3,,0,0,11,,,,0,,,0.0,33,,0.0,,9,7,2,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
34,ljqckrfa,,0,0,11,,,,0,,,0.0,34,,0.0,,3,0,3,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
35,qebgtuij,,0,0,11,,,,0,,,0.0,35,,0.0,,6,0,6,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
36,acyygqw7,,0,0,11,,,,0,,,0.0,36,,0.0,,9,0,9,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
37,ed1y0n8n,,0,0,11,,,,0,,,0.0,37,,0.0,,3,0,3,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
38,zvaij3be,,0,0,11,,,,0,,,0.0,38,,0.0,,6,0,6,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
39,2dcye5xm,,0,0,11,,,,0,,,0.0,39,,0.0,,9,0,9,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
40,v7qtaz3o,,0,0,11,,,,0,,,0.0,40,,0.0,,3,1,2,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
41,yc6duhq8,,0,0,11,,,,0,,,0.0,41,,0.0,,6,1,5,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
42,kiguxs07,,0,0,11,,,,0,,,0.0,42,,0.0,,9,1,8,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
43,am3r0x0z,,0,0,11,,,,0,,,0.0,43,,0.0,,6,4,2,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
44,keenuket,,0,0,11,,,,0,,,0.0,44,,0.0,,9,4,5,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
45,vthbf5b0,,0,0,11,,,,0,,,0.0,45,,0.0,,9,7,2,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
46,9kgwwnjj,,0,0,11,,,,0,,,0.0,46,,0.0,,3,0,3,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
47,5amyamw8,,0,0,11,,,,0,,,0.0,47,,0.0,,6,0,6,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
48,7dvhq75r,,0,0,11,,,,0,,,0.0,48,,0.0,,9,0,9,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
49,71llgn16,,0,0,11,,,,0,,,0.0,49,,0.0,,3,0,3,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
50,kuuscdsf,,0,0,11,,,,0,,,0.0,50,,0.0,,6,0,6,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
51,rdnspqnz,,0,0,11,,,,0,,,0.0,51,,0.0,,9,0,9,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
52,daq67p1m,,0,0,11,,,,0,,,0.0,52,,0.0,,3,1,2,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
53,7h50mqkl,,0,0,11,,,,0,,,0.0,53,,0.0,,6,1,5,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
54,e8w2o2vo,,0,0,11,,,,0,,,0.0,54,,0.0,,9,1,8,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
55,9rnhxuvh,,0,0,11,,,,0,,,0.0,55,,0.0,,6,4,2,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
56,9oxcsyf1,,0,0,11,,,,0,,,0.0,56,,0.0,,9,4,5,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
57,q9suqn33,,0,0,11,,,,0,,,0.0,57,,0.0,,9,7,2,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
58,ly1e8gek,,0,0,11,,,,0,,,0.0,58,,0.0,,3,0,3,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
59,5oqm7teh,,0,0,11,,,,0,,,0.0,59,,0.0,,6,0,6,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
60,tf3mc35c,,0,0,11,,,,0,,,0.0,60,,0.0,,9,0,9,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
61,7ve0xaye,,0,0,11,,,,0,,,0.0,61,,0.0,,3,0,3,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
62,bbgro7tq,,0,0,11,,,,0,,,0.0,62,,0.0,,6,0,6,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
63,e3osxa2a,,0,0,11,,,,0,,,0.0,63,,0.0,,9,0,9,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
64,luh91qe7,,0,0,11,,,,0,,,0.0,64,,0.0,,3,1,2,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
65,dfel7i9d,,0,0,11,,,,0,,,0.0,65,,0.0,,6,1,5,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
66,7g1yzfxk,,0,0,11,,,,0,,,0.0,66,,0.0,,9,1,8,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
67,xykui3eg,,0,0,11,,,,0,,,0.0,67,,0.0,,6,4,2,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
68,sfpiihck,,0,0,11,,,,0,,,0.0,68,,0.0,,9,4,5,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
69,9sgoo893,,0,0,11,,,,0,,,0.0,69,,0.0,,9,7,2,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
70,zrf93mry,,0,0,11,,,,0,,,0.0,70,,0.0,,3,0,3,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
71,0wkeb636,,0,0,11,,,,0,,,0.0,71,,0.0,,6,0,6,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
72,gg6nxtgh,,0,0,11,,,,0,,,0.0,72,,0.0,,9,0,9,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
73,mdasxz0p,,0,0,11,,,,0,,,0.0,73,,0.0,,3,0,3,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
74,uzxbzkps,,0,0,11,,,,0,,,0.0,74,,0.0,,6,0,6,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
75,clrcpmvj,,0,0,11,,,,0,,,0.0,75,,0.0,,9,0,9,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
76,oj2k8p8l,,0,0,11,,,,0,,,0.0,76,,0.0,,3,1,2,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
77,z5uclosn,,0,0,11,,,,0,,,0.0,77,,0.0,,6,1,5,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
78,ybcx9yi3,,0,0,11,,,,0,,,0.0,78,,0.0,,9,1,8,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
79,34f3wgy4,,0,0,11,,,,0,,,0.0,79,,0.0,,6,4,2,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
80,j7zj769k,,0,0,11,,,,0,,,0.0,80,,0.0,,9,4,5,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
81,y6rwgsb5,,0,0,11,,,,0,,,0.0,81,,0.0,,9,7,2,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
82,vh1zziua,,0,0,11,,,,0,,,0.0,82,,0.0,,3,0,3,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
83,5nq7ery7,,0,0,11,,,,0,,,0.0,83,,0.0,,6,0,6,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
84,8tnqny7l,,0,0,11,,,,0,,,0.0,84,,0.0,,9,0,9,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
85,vgem1pqy,,0,0,11,,,,0,,,0.0,85,,0.0,,3,0,3,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
86,oj3cuvi9,,0,0,11,,,,0,,,0.0,86,,0.0,,6,0,6,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
87,6v8myi2y,,0,0,11,,,,0,,,0.0,87,,0.0,,9,0,9,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
88,xyx8j5sf,,0,0,11,,,,0,,,0.0,88,,0.0,,3,1,2,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
89,ud24wy47,,0,0,11,,,,0,,,0.0,89,,0.0,,6,1,5,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
90,5icaxzk4,,0,0,11,,,,0,,,0.0,90,,0.0,,9,1,8,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
91,lvq62jvj,,0,0,11,,,,0,,,0.0,91,,0.0,,6,4,2,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
92,c9dhu3f7,,0,0,11,,,,0,,,0.0,92,,0.0,,9,4,5,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
93,n1qimg3b,,0,0,11,,,,0,,,0.0,93,,0.0,,9,7,2,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
94,28ju73lm,,0,0,11,,,,0,,,0.0,94,,0.0,,3,0,3,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
95,pgbjnl30,,0,0,11,,,,0,,,0.0,95,,0.0,,6,0,6,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
96,r9cgj7hh,,0,0,11,,,,0,,,0.0,96,,0.0,,9,0,9,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
97,27t7zp08,,0,0,11,,,,0,,,0.0,97,,0.0,,3,0,3,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
98,gifmtx5o,,0,0,11,,,,0,,,0.0,98,,0.0,,6,0,6,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
99,527i8ybw,,0,0,11,,,,0,,,0.0,99,,0.0,,9,0,9,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
100,6wii9er2,,0,0,11,,,,0,,,0.0,100,,0.0,,3,1,2,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
101,v6t48v3c,,0,0,11,,,,0,,,0.0,101,,0.0,,6,1,5,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
102,y400pqju,,0,0,11,,,,0,,,0.0,102,,0.0,,9,1,8,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
103,r60awex6,,0,0,11,,,,0,,,0.0,103,,0.0,,6,4,2,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
104,rj05qj8y,,0,0,11,,,,0,,,0.0,104,,0.0,,9,4,5,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
105,rk4u08q0,,0,0,11,,,,0,,,0.0,105,,0.0,,9,7,2,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
106,wnliar7e,,0,0,11,,,,0,,,0.0,106,,0.0,,3,0,3,,5,3851,-8.79848578409706,15.1098174886843,-18.5046274258981,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
107,w1065t76,,0,0,11,,,,0,,,0.0,107,,0.0,,6,0,6,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
108,7ur2ia2u,,0,0,11,,,,0,,,0.0,108,,0.0,,9,0,9,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
109,bhxxhra6,,0,0,11,,,,0,,,0.0,109,,0.0,,3,0,3,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
110,biikcmxo,,0,0,11,,,,0,,,0.0,110,,0.0,,6,0,6,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
111,asqh2bp9,,0,0,11,,,,0,,,0.0,111,,0.0,,9,0,9,,3,5385,16.8775714200622,14.5282644745692,7.35487993020429,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
112,rk650dsp,,0,0,11,,,,0,,,0.0,112,,0.0,,3,1,2,,4,11687,19.2982240105404,15.3352032889933,8.30613918663683,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
113,aqgcrof2,,0,0,11,,,,0,,,0.0,113,,0.0,,6,1,5,,2,6,17.25651292143,15.6552619854883,-10.6145146455845,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,32dd3z4p,,,,,0
