participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.consent,player.condition,player.user_agent_browser,player.user_agent_browser_version,player.user_agent_os,player.user_agent_os_version,player.user_agent_device,player.user_agent_is_bot,player.user_agent_is_mobile,player.user_agent_is_tablet,player.user_agent_is_pc,player.attention_check,player.attention_check_passed,player.q1,player.q2,player.q3,player.q4,player.q5,player.q6,player.self_assesment,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,ks0tot8i,6a087102490a86b035b41f9c,0,51,51,post_exp,FinalForProlific,2026-06-30 21:22:09.151869,1,,,133.93,11,,0.0,1,treatment,Chrome,146.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
12,uf749rid,66d40c57f897feb5421947d4,0,51,51,post_exp,FinalForProlific,2026-06-30 21:22:10.965892,1,,,115.06,12,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
13,fc05lohp,6a1f03c7db3ac189886daa83,0,51,51,post_exp,FinalForProlific,2026-06-30 21:22:11.738090,1,,,130.32,13,,0.0,1,treatment,Chrome,137.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
14,f7aeh1r7,67a91040bf728e35b7493957,0,51,51,post_exp,FinalForProlific,2026-06-30 21:22:13.734897,1,,,117.65,14,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,2,1,1,4ovtf4e6,,,,,0
15,gdwnus1t,6a17804639c4e588a70562ae,0,51,51,post_exp,FinalForProlific,2026-06-30 21:22:15.154799,1,,,123.4,15,,0.0,1,treatment,Chrome,145.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
16,sxlq43kg,69f738d836d98271b8934f45,0,51,51,post_exp,FinalForProlific,2026-06-30 21:22:17.294126,1,,,127.63,16,,0.0,1,treatment,Chrome,148.0.0,Chrome OS,14541.0.0,Other,0,0,0,1,third_option,1,,,,,,,4,1,1,4ovtf4e6,,,,,0
17,vyvxvcz2,69447887f465fef0f69bf56e,0,51,51,post_exp,FinalForProlific,2026-06-30 21:22:26.872925,1,,,123.29,17,,0.0,1,treatment,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
18,wxbterbk,6a19cd14a8951b68e7872287,0,51,51,post_exp,FinalForProlific,2026-06-30 21:22:30.720203,1,,,111.67,18,,0.0,1,treatment,Chrome,138.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
19,sfy8vxh6,6a0f7bc47d616931dfb13e21,0,51,51,post_exp,FinalForProlific,2026-06-30 21:22:38.454895,1,,,118.19,19,,0.0,1,control,Chrome,146.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
20,ejrs8ygn,6a1630b6678d30cff18d6d6a,0,51,51,post_exp,FinalForProlific,2026-06-30 21:22:42.912134,1,,,121.6,20,,0.0,1,control,Safari,26.5,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,9,1,1,4ovtf4e6,,,,,0
21,s6c7n3gu,653d9bd37da5636bc74b625a,0,51,51,post_exp,FinalForProlific,2026-06-30 21:23:09.594436,1,,,126.93,21,,0.0,1,treatment,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
22,sopeiskq,63e40cde6487028afe7bec5d,0,51,51,post_exp,FinalForProlific,2026-06-30 21:23:13.472446,1,,,107.51,22,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
23,2kbjq06y,5df2148f55742510c539232e,0,51,51,post_exp,FinalForProlific,2026-06-30 21:23:13.960531,1,,,138.61,23,,0.0,1,treatment,Firefox,152.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
24,kfyazix7,6a0e2ad147f6240092b0b079,0,23,51,main,DataFeeDecision,2026-06-30 21:23:19.698613,1,,,416.21,24,,0.0,1,treatment,Firefox,152.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
25,5u0rqcjo,6a032a0fa681b9f50187ab7b,0,51,51,post_exp,FinalForProlific,2026-06-30 21:23:23.130841,1,,,117.1,25,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
26,p77dr61g,69dc1e5832012277110d7fa5,0,51,51,post_exp,FinalForProlific,2026-06-30 21:23:23.630621,1,,,137.2,26,,0.0,1,treatment,Firefox,150.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
27,rog3kntz,69ef7cc445b73b36f20ca693,0,51,51,post_exp,FinalForProlific,2026-06-30 21:23:39.081890,1,,,111.71,27,,0.0,1,treatment,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
28,so1mt492,62c8945a3d4a6825d4996a2f,0,51,51,post_exp,FinalForProlific,2026-06-30 21:23:45.070171,1,,,115.49,28,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
29,8e19cjdk,6a1f6faaf426fe170ae99881,0,51,51,post_exp,FinalForProlific,2026-06-30 21:23:45.811204,1,,,117.18,29,,0.0,1,control,Firefox,152.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
30,u7ma4qaa,6a117eb264af420864cf0bb4,0,51,51,post_exp,FinalForProlific,2026-06-30 21:23:49.494075,1,,,117.92,30,,0.0,1,control,Firefox,152.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,9,1,1,4ovtf4e6,,,,,0
31,hal614nf,6976ae2360e60c787e85f239,0,51,51,post_exp,FinalForProlific,2026-06-30 21:23:51.212858,1,,,123.39,31,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
32,q1vhf6tc,668dc78c1b388adf48d7f329,0,51,51,post_exp,FinalForProlific,2026-06-30 21:23:53.143851,1,,,117.75,32,,0.0,1,treatment,Edge,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,2,1,1,4ovtf4e6,,,,,0
33,b6gfnab4,69a0e7a04e8ff7f9964b7f47,0,51,51,post_exp,FinalForProlific,2026-06-30 21:23:55.844128,1,,,130.48,33,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
34,9w4l8rts,6a0bfa956af23415f5cb82c3,0,51,51,post_exp,FinalForProlific,2026-06-30 21:24:00.152569,1,,,134.15,34,,0.0,1,treatment,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
35,83xw2lmq,60185b020c29360c5588cf22,0,51,51,post_exp,FinalForProlific,2026-06-30 21:24:01.624806,1,,,112.3,35,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
36,msr0c8u5,6a21f4c12774bbcebeeca3e7,0,51,51,post_exp,FinalForProlific,2026-06-30 21:24:03.591659,1,,,110.17,36,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
37,wevu7xok,66c6683f6336ebf638da4db4,0,51,51,post_exp,FinalForProlific,2026-06-30 21:24:05.207558,1,,,116.44,37,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
38,g3qgi7y4,6a0b111608a2b50d2e9f6040,0,51,51,post_exp,FinalForProlific,2026-06-30 21:24:09.631207,1,,,124.29,38,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
39,z2j5h4d2,698b39ff3d496d059a22c9f5,0,51,51,post_exp,FinalForProlific,2026-06-30 21:24:25.458491,1,,,117.25,39,,0.0,1,control,Chrome,142.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
40,uxs71905,696052c668bf5df05dc13a7a,0,51,51,post_exp,FinalForProlific,2026-06-30 21:26:01.653538,1,,,142.73,40,,0.0,1,control,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
41,zgopdtbb,69ffb64219d501a81d7e40c6,0,51,51,post_exp,FinalForProlific,2026-06-30 21:26:45.785048,1,,,119.17,41,,0.0,1,treatment,Chrome,148.0.0,Chrome OS,14541.0.0,Other,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
42,x27fygv2,5a5f7c21ac56240001543340,0,51,51,post_exp,FinalForProlific,2026-06-30 21:27:18.073995,1,,,128.79,42,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
43,l531yvqb,6a0707fe48e88cfc234956ab,0,51,51,post_exp,FinalForProlific,2026-06-30 21:27:29.400406,1,,,117.91,43,,0.0,1,treatment,Edge,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
44,wywjchig,69e1896d53cc4bb48204689f,0,51,51,post_exp,FinalForProlific,2026-06-30 21:27:48.755819,1,,,109.62,44,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
45,nrmq8h9l,5f8820ba0fdd0c276b4d732c,0,51,51,post_exp,FinalForProlific,2026-06-30 21:27:51.250714,1,,,111.6,45,,0.0,1,treatment,Firefox,152.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
46,hreehxih,667d81a95170bdd075f74203,0,51,51,post_exp,FinalForProlific,2026-06-30 21:28:34.098051,1,,,114.65,46,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
47,g630u43f,695ffaceacb6d5f0382f8563,0,51,51,post_exp,FinalForProlific,2026-06-30 21:28:41.537892,1,,,117.32,47,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,3,1,1,4ovtf4e6,,,,,0
48,o69vlorc,69e162924b2e51bde8806af5,0,51,51,post_exp,FinalForProlific,2026-06-30 21:28:53.312806,1,,,118.98,48,,0.0,1,treatment,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
49,pu0lh4c9,695bf663d8fe1351746ac705,0,51,51,post_exp,FinalForProlific,2026-06-30 21:28:54.150962,1,,,124.51,49,,0.0,1,control,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
50,0x9ovnzs,69f3da8612013f312aabd3b3,0,51,51,post_exp,FinalForProlific,2026-06-30 21:29:01.896424,1,,,129.1,50,,0.0,1,control,Firefox,152.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
51,ue6or201,69f942a2d9efe806554c2dd0,0,51,51,post_exp,FinalForProlific,2026-06-30 21:29:16.022967,1,,,133.75,51,,0.0,1,treatment,Chrome,148.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
52,zkcnavf8,6a1db99410f52a9f0f01b44d,0,51,51,post_exp,FinalForProlific,2026-06-30 21:29:50.383876,1,,,106.31,52,,0.0,1,treatment,Safari,17.5,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
53,q33z5n9f,69e6a58125397cb2600966e2,0,51,51,post_exp,FinalForProlific,2026-06-30 21:30:04.356991,1,,,113.13,53,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,I prefer not to answer.,0,,,,,,,0,1,1,4ovtf4e6,,,,,0
54,lbiob11j,69e8d5e7f1abaa500ce31a11,0,51,51,post_exp,FinalForProlific,2026-06-30 21:30:19.404037,1,,,124.3,54,,0.0,1,treatment,Safari,26.5,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
55,q1li7f7v,6a0ada5d2213071b53b87ad8,0,51,51,post_exp,FinalForProlific,2026-06-30 21:30:31.739733,1,,,117.07,55,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,3,1,1,4ovtf4e6,,,,,0
56,24vno9vl,6a03459e5c3c329e6670a53e,0,51,51,post_exp,FinalForProlific,2026-06-30 21:31:00.351395,1,,,130.4,56,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,4,1,1,4ovtf4e6,,,,,0
57,hry5pk9z,5996d2256b939900012d9f22,0,51,51,post_exp,FinalForProlific,2026-06-30 21:31:05.025816,1,,,116.56,57,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
58,cnhbz0fa,61219fd8387ca59d07e0dc1c,0,51,51,post_exp,FinalForProlific,2026-06-30 21:32:16.751025,1,,,112.67,58,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,4,1,1,4ovtf4e6,,,,,0
59,s2kc602q,69bb774707224f55d8069f8b,0,51,51,post_exp,FinalForProlific,2026-06-30 21:32:18.823173,1,,,122.5,59,,0.0,1,control,Chrome,148.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
60,0lb4k7z6,69fcb7d79e3cf2619c70ee2f,0,51,51,post_exp,FinalForProlific,2026-06-30 21:32:20.252378,1,,,158.01,60,,0.0,1,control,Firefox,152.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
61,vahoqed4,6a24b27eabc0ca8edcee677e,0,51,51,post_exp,FinalForProlific,2026-06-30 21:32:51.447917,1,,,108.96,61,,0.0,1,treatment,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
62,1d2qe8oo,6a16d4790275f1a571e2fa4e,0,51,51,post_exp,FinalForProlific,2026-06-30 21:33:07.214852,1,,,134.75,62,,0.0,1,treatment,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,10,1,1,4ovtf4e6,,,,,0
63,sqm1u5r8,697917f898b6e73223c25fd5,0,51,51,post_exp,FinalForProlific,2026-06-30 21:34:17.857468,1,,,135.84,63,,0.0,1,treatment,Chrome,148.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
64,7pp62qsn,6a2345035e9657b43637e4ee,0,51,51,post_exp,FinalForProlific,2026-06-30 21:34:30.367568,1,,,127.4,64,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
65,sb0anglt,59cff8eed227970001199862,0,51,51,post_exp,FinalForProlific,2026-06-30 21:34:57.595575,1,,,135.73,65,,0.0,1,treatment,Chrome,149.0.0,Chrome OS,14541.0.0,Other,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
66,1si85c73,6a15c578d09617330ff0f03d,0,51,51,post_exp,FinalForProlific,2026-06-30 21:35:02.545737,1,,,117.34,66,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
67,sugfh80v,6a05ddfc4e1e07322a8f4e2a,0,3,51,intro,comprehensionQuestions,2026-06-30 21:35:19.621527,1,,,0.0,67,,0.0,1,treatment,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,,,,,,,,,,1,1,4ovtf4e6,,,,,0
68,4j4b7xc2,63782709326973c77adc3db8,0,51,51,post_exp,FinalForProlific,2026-06-30 21:35:38.039037,1,,,109.35,68,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
69,fmzbv9u0,6a1890bd5df03242eb3ab012,0,51,51,post_exp,FinalForProlific,2026-06-30 21:35:49.657590,1,,,115.08,69,,0.0,1,control,Chrome,146.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
70,pn0vu3hk,69fe2136c437c57da83a9912,0,51,51,post_exp,FinalForProlific,2026-06-30 21:36:07.421705,1,,,133.84,70,,0.0,1,control,Edge,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
71,yome66xk,67d0c546e34a839a2c0d67a0,0,51,51,post_exp,FinalForProlific,2026-06-30 21:36:38.831765,1,,,128.41,71,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
72,choe32sw,6a0b87573768aba68294b3be,0,51,51,post_exp,FinalForProlific,2026-06-30 21:37:06.472574,1,,,115.1,72,,0.0,1,treatment,Chrome,148.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
73,076vl8mt,69fc8ff6e44e316aab8e5b47,0,51,51,post_exp,FinalForProlific,2026-06-30 21:37:32.943962,1,,,113.55,73,,0.0,1,treatment,Chrome Mobile,149.0.0,Android,10,K,0,1,0,0,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
74,eqp1n9wf,69ee792c66e99d9dc5c7793f,0,51,51,post_exp,FinalForProlific,2026-06-30 21:37:37.556910,1,,,114.24,74,,0.0,1,treatment,Chrome,144.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,6,1,1,4ovtf4e6,,,,,0
75,he72vfh3,6a0351dea82c3941d87ce46c,0,51,51,post_exp,FinalForProlific,2026-06-30 21:38:07.552691,1,,,111.54,75,,0.0,1,treatment,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,7,1,1,4ovtf4e6,,,,,0
76,t7kj1n5s,5ff4ebaadd8cf1c332708eea,0,51,51,post_exp,FinalForProlific,2026-06-30 21:38:23.934426,1,,,126.89,76,,0.0,1,treatment,Chrome,148.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
77,htlzlueo,6a082bce62ec4f51e9e979fc,0,51,51,post_exp,FinalForProlific,2026-06-30 21:39:13.310670,1,,,117.6,77,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
78,8b2uwnnf,67605f33e1626766c448e325,0,51,51,post_exp,FinalForProlific,2026-06-30 21:41:06.191768,1,,,112.06,78,,0.0,1,treatment,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
79,oauw0rpv,5c6c260dce4e560001f75731,0,51,51,post_exp,FinalForProlific,2026-06-30 21:41:40.064165,1,,,112.38,79,,0.0,1,control,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
80,xjsck36v,69f0b9a0372b1d5b32167fc3,0,51,51,post_exp,FinalForProlific,2026-06-30 21:41:51.965037,1,,,114.27,80,,0.0,1,control,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,10,1,1,4ovtf4e6,,,,,0
81,oqg5bwdl,69f23d475d7d045f5cb57993,0,51,51,post_exp,FinalForProlific,2026-06-30 21:41:53.371433,1,,,112.89,81,,0.0,1,treatment,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
82,4fouug0p,69d02eff48a96fc574287db0,0,51,51,post_exp,FinalForProlific,2026-06-30 21:42:29.459433,1,,,105.45,82,,0.0,1,treatment,Chrome,148.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,3,1,1,4ovtf4e6,,,,,0
83,hej71444,6a08d8f823b3cc312ea6d715,0,51,51,post_exp,FinalForProlific,2026-06-30 21:42:37.183831,1,,,110.45,83,,0.0,1,treatment,Chrome,149.0.0,Chrome OS,14541.0.0,Other,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
84,xun9r66m,6995f53429f164a4c9d209e8,0,51,51,post_exp,FinalForProlific,2026-06-30 21:42:37.465380,1,,,138.95,84,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
85,ixw6na4e,5f84e472052cf81ae5752252,0,51,51,post_exp,FinalForProlific,2026-06-30 21:44:20.891147,1,,,114.0,85,,0.0,1,treatment,Chrome,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
86,rvhh2cii,69fc82781ffa298db04922fd,0,51,51,post_exp,FinalForProlific,2026-06-30 21:46:07.737454,1,,,104.53,86,,0.0,1,treatment,Chrome,145.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
87,m8scb1n7,6a00f2185e367aafb7daf28d,0,51,51,post_exp,FinalForProlific,2026-06-30 21:46:11.601095,1,,,113.17,87,,0.0,1,treatment,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
88,feeu028t,69f5a8aab6c4437820700d18,0,51,51,post_exp,FinalForProlific,2026-06-30 21:46:19.483465,1,,,112.39,88,,0.0,1,treatment,Edge,149.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,5,1,1,4ovtf4e6,,,,,0
89,ylbecl15,6a07875ef323b1f66e483aa6,0,51,51,post_exp,FinalForProlific,2026-06-30 21:46:53.109783,1,,,116.95,89,,0.0,1,control,Chrome,148.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
90,tz4ypazf,698a0bac4d17a0fc23b4d40a,0,51,51,post_exp,FinalForProlific,2026-06-30 21:49:57.335516,1,,,115.27,90,,0.0,1,control,Chrome,149.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,8,1,1,4ovtf4e6,,,,,0
91,yxrk8adn,5cc369725986a4001b4e9041,0,3,51,intro,comprehensionQuestions,2026-06-30 21:56:04.774658,1,,,0.0,91,,0.0,1,treatment,Chrome,150.0.0,Windows,10,Other,0,0,0,1,,,,,,,,,,1,1,4ovtf4e6,,,,,0
