participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.payable_round,player.payoff_for_trade,player.hl_switch_point,player.hl_draw_row,player.hl_draw_option,player.hl_draw_random,player.savings_interest,player.inflation_effect,player.bid_price_definition,player.mortgage_comparison,player.asset_fluctuations,player.investment_risk,player.long_term_returns,player.stock_mutual_fund_loss,player.bid_ask_spread,player.mutual_fund_statements,player.bond_investment,player.credit_card_payment,player.num_quiz_questions,player.num_correct_answers,player.payoff_for_quiz,player.payoff_for_quiz_expected,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.pilot_difficulty,player.pilot_instruction_clarity,player.pilot_unclear_open,player.pilot_payoff_understanding,player.pilot_interface_clarity,player.pilot_tech_issues,player.pilot_tech_issues_desc,player.pilot_flow_unsure_steps,player.pilot_one_change,player.pilot_surprises_mismatch,player.pilot_missing_info,player.pilot_confusing_wording,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
10,31ndjom1,,0,0,51,,,,0,,,0.0,10,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
11,vp9kvvvp,,0,0,51,,,,0,,,0.0,11,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
12,ynz7qt4f,,0,0,51,,,,0,,,0.0,12,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
13,9jx6s432,,0,0,51,,,,0,,,0.0,13,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
14,8agvnqmv,,0,0,51,,,,0,,,0.0,14,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
15,jksnxnss,,0,0,51,,,,0,,,0.0,15,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
16,1kvf1ona,,0,0,51,,,,0,,,0.0,16,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
17,2y071hqk,,0,0,51,,,,0,,,0.0,17,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
18,9bi4n66c,,0,0,51,,,,0,,,0.0,18,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
19,fq40lrs2,,0,0,51,,,,0,,,0.0,19,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
20,wf504y3f,,0,0,51,,,,0,,,0.0,20,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
21,eo8o4cn6,,0,0,51,,,,0,,,0.0,21,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
22,23aohpao,,0,0,51,,,,0,,,0.0,22,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
23,nr0mq23u,,0,0,51,,,,0,,,0.0,23,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
24,j1q0mpoo,,0,0,51,,,,0,,,0.0,24,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
25,eoc6xcm5,,0,0,51,,,,0,,,0.0,25,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
26,4dtlhndd,,0,0,51,,,,0,,,0.0,26,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
27,nrfsebvw,,0,0,51,,,,0,,,0.0,27,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
28,jb4tchyt,,0,0,51,,,,0,,,0.0,28,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
29,lun0sn3g,,0,0,51,,,,0,,,0.0,29,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
30,e6z8sm38,,0,0,51,,,,0,,,0.0,30,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sskpoqqf,,,,,0
1,ucfi2ipq,,0,3,51,intro,comprehensionQuestions,2026-01-21 17:31:00.378730,1,,,0.0,1,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w3iy07zl,,,,,1
1,v997vgi1,62c08fa6cab36e3a08790b49,0,51,51,post_exp,FinalForProlific,2026-01-21 18:27:46.916161,1,,,115.22,1,,115.22,8,0.0,5,1,A,0.25831107189221225,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,70,United States,MBA,Economics,1,0,1,1,Weekly,Multiple times a day,Stocks,No,financial literacy test,no problems,,,,,,,,,,,,,tmjewif2,,,,,0
2,alx03mq1,65293fa9b73b0edd4fd93b95,0,3,51,intro,comprehensionQuestions,2026-01-21 18:27:55.138428,1,,,0.0,2,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tmjewif2,,,,,0
3,bliuy10b,5b9dd07de671c60001226b79,0,51,51,post_exp,FinalForProlific,2026-01-21 18:27:55.747910,1,,,119.39,3,,119.39,8,0.0,6,1,A,0.10750653839445212,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Bonds,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,11,2.75,3.0,Male,26,United States,high-school graduate,Other,0,1,1,1,Less than once a month,Weekly,Stocks,No,To see what the average layperson knows about stocks and if they will pay to have more information. ,"I am not very smart, so understanding the graphs was hard, but I tried my best! Thank you for the opportunity",,,,,,,,,,,,,tmjewif2,,,,,0
4,2gx4jb4v,615ddab1e4f013092538b6c5,0,51,51,post_exp,FinalForProlific,2026-01-21 18:27:58.494245,1,,,110.47,4,,110.47,12,0.0,6,9,B,0.03561443121685981,More than $112,Less than today,The price you personally choose when submitting a buy order.,True,Stocks,Decrease,Stocks,True,The average of the bid price and the ask price.,Don't know / Not sure,She has lent money to firm B,Never,12,9,2.25,3.0,Male,62,United States,master,Other,0,0,0,0,Less than once a month,Less than once a month,Bonds,Do not know,assess common person financial knowledge,not on purpose,,,,,,,,,,,,,tmjewif2,,,,,0
5,coqlio50,558b20eefdf99b7dfdbac3c9,0,51,51,post_exp,FinalForProlific,2026-01-21 18:28:01.983249,1,,,123.18,5,,123.18,8,0.0,7,9,B,0.4129713597137453,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The average of the bid price and the ask price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,10,2.5,3.0,Female,65,United States,undergraduate: 3d year,Other,0,1,1,0,Less than once a month,Less than once a month,Stocks,No,unknown,no,,,,,,,,,,,,,tmjewif2,,,,,0
6,3pvb71bc,631c8e97db06f601f81bd82f,0,10,51,main,RoundFeedback,2026-01-21 18:28:02.203785,1,,,0.0,6,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tmjewif2,,,,,0
7,kjm1jsmv,66231fc6e1ecba676935943a,0,51,51,post_exp,FinalForProlific,2026-01-21 18:28:29.003607,1,,,129.41,7,,129.41,7,0.0,5,10,B,0.49189364564021787,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,None of the above,12,11,2.75,3.0,Male,39,United States,undergraduate: 2nd year,Other,1,0,1,1,Less than once a month,Less than once a month,Cryptocurrencies,No,Something about how people use financial information when making investment decisions.,No issues on my end except failed predictions.,,,,,,,,,,,,,tmjewif2,,,,,0
8,k525s4y1,558fd02cfdf99b39cb035e5d,0,51,51,post_exp,FinalForProlific,2026-01-21 18:28:29.073263,1,,,111.15,8,,111.15,11,0.0,6,7,B,0.9494749430754099,More than $112,Less than today,The price you personally choose when submitting a buy order.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,10,2.5,3.0,Male,53,United States,high-school graduate,Other,0,1,0,0,Less than once a month,Less than once a month,Stocks,No,seeing how people interpret graphs and trends,no issues,,,,,,,,,,,,,tmjewif2,,,,,0
9,5bwn9zov,628409abe8772d1f138b7f14,0,51,51,post_exp,FinalForProlific,2026-01-21 18:28:31.331280,1,,,115.68,9,,115.68,10,0.0,9,3,A,0.902407170704937,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,11,2.75,3.0,Female,52,United States,undergraduate: 4th year,Other,0,0,0,0,Less than once a month,Less than once a month,Stocks,No,To see how people make judgments based on different amounts of money and learning their knowledge of finance.,"No, I had no issues.",,,,,,,,,,,,,tmjewif2,,,,,0
10,3rtj3la4,60e9e8092cfc1f464753dd71,0,3,51,intro,comprehensionQuestions,2026-01-21 18:28:37.693097,1,,,0.0,10,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tmjewif2,,,,,0
11,1qa1nhqq,6143af8721d1445864c4f6c8,0,51,51,post_exp,FinalForProlific,2026-01-21 18:28:41.787507,1,,,105.57,11,,105.57,14,0.0,11,7,A,0.5986806350025731,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Bonds,True,The average of the bid price and the ask price.,None of the above,She has lent money to firm B,Between 10 and 15 years,12,8,2.0,3.0,Male,53,United States,did not graduate high school,Other Management,0,0,0,0,Less than once a month,Less than once a month,Bonds,No,To see what you know ?,none,,,,,,,,,,,,,tmjewif2,,,,,0
12,5gioryag,6632d4093ebf44b7fb54bd8b,0,51,51,post_exp,FinalForProlific,2026-01-21 18:28:42.051410,1,,,111.21,12,,111.21,12,0.0,7,3,A,0.9320841637377101,More than $112,Less than today,The price you personally choose when submitting a buy order.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,11,2.75,3.0,Female,57,United States,master,Other,0,1,1,0,Less than once a month,Less than once a month,Stocks,No,Assess financial literacy and risk taking,no,,,,,,,,,,,,,tmjewif2,,,,,0
13,fa4pdqvw,63ea974c81ff0fffe7fb8613,0,51,51,post_exp,FinalForProlific,2026-01-21 18:28:46.679048,1,,,114.19,13,,114.19,10,0.0,7,6,A,0.7590583466126991,Exactly $112,Less than today,Don't know / Not sure,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,10,2.5,3.0,Female,61,United States,undergraduate: 4th year,Other,0,0,0,0,Less than once a month,Less than once a month,Stocks,No,I have no idea ¯\(°_o)/¯,No.,,,,,,,,,,,,,tmjewif2,,,,,0
14,a95u6sx6,5e34325430e5263f0bebb32d,0,51,51,post_exp,FinalForProlific,2026-01-21 18:28:52.056611,1,,,122.57,14,,122.57,3,0.0,9,4,A,0.7113485971014298,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,11,2.75,3.0,Male,71,United States,undergraduate: 2nd year,Other,0,1,1,0,Less than once a month,Less than once a month,Cryptocurrencies,No,financial knowledge,none,,,,,,,,,,,,,tmjewif2,,,,,0
15,q0qbtunr,5bf0b1ecaf38d100016bd609,0,51,51,post_exp,FinalForProlific,2026-01-21 18:28:52.134965,1,,,101.57,15,,101.57,12,0.0,4,8,B,0.8227941568385698,More than $112,Less than today,The most recent price at which the security traded.,False,Stocks,Stay the same,Savings accounts,False,The difference between the lowest ask price and the highest bid price.,Mutual funds pay a guaranteed rate of return which depends on their past performance,She has lent money to firm B,Between 5 and 10 years,12,5,1.25,3.0,Male,40,United States,undergraduate: 4th year,Other,0,1,1,0,Less than once a month,Less than once a month,Stocks,No,How people evaluate the behavior of a stock and what information they are willing to purchase weighed against their level of financial literacy. ,N/A,,,,,,,,,,,,,tmjewif2,,,,,0
16,heq5owm7,66ccdd9f6b12c6ea6fa01f42,0,51,51,post_exp,FinalForProlific,2026-01-21 18:29:02.465969,1,,,109.63,16,,109.63,5,0.0,4,4,B,0.17605506883665134,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,33,U.S. Virgin Islands,undergraduate: 4th year,Other Management,1,0,1,1,Daily,Multiple times a day,Stocks,No,Investment strategy,The location dropdown didn't offer United States. I am from the US,,,,,,,,,,,,,tmjewif2,,,,,0
17,kt4u5wwc,5ca88c7900dbf0000127c5d5,0,51,51,post_exp,FinalForProlific,2026-01-21 18:29:04.299088,1,,,108.1,17,,108.1,4,0.0,7,1,A,0.5551268444760041,Exactly $112,Less than today,The price you personally choose when submitting a buy order.,True,Stocks,Decrease,Bonds,True,Don't know / Not sure,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",None of the above,Between 10 and 15 years,12,6,1.5,3.0,Male,40,United States,high-school graduate,Other,0,1,1,1,Less than once a month,Less than once a month,Cryptocurrencies,No,Population knowledge of stock market,No,,,,,,,,,,,,,tmjewif2,,,,,0
18,1unfbo35,69656179c7366441eedddaff,0,51,51,post_exp,FinalForProlific,2026-01-21 18:29:09.450416,1,,,109.67,18,,109.67,14,0.0,11,6,A,0.11621989911437103,Less than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Bonds,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 5 and 10 years,12,9,2.25,3.0,Male,28,United States,did not graduate high school,Other,0,1,0,0,Less than once a month,Monthly,Stocks,Do not know,Financial Literacy,No,,,,,,,,,,,,,tmjewif2,,,,,0
19,midqpzqw,695bd138312a5272042a8db4,0,3,51,intro,comprehensionQuestions,2026-01-21 18:29:11.589800,1,,,0.0,19,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tmjewif2,,,,,0
20,y9wbg29j,682c3f62f2680e9a67130379,0,51,51,post_exp,FinalForProlific,2026-01-21 18:29:13.647489,1,,,119.7,20,,119.7,9,0.0,6,9,B,0.3035080633088265,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,33,United States,undergraduate: 4th year,Other,1,1,1,1,Less than once a month,Less than once a month,Stocks,No,It was on investment decision making,No,,,,,,,,,,,,,tmjewif2,,,,,0
21,t9ppkxp2,5d1e2045a37a4d001a1fc2cb,0,51,51,post_exp,FinalForProlific,2026-01-21 18:29:13.751858,1,,,131.93,21,,131.93,8,0.0,6,5,A,0.5884400744682755,Exactly $112,Less than today,The price you personally choose when submitting a buy order.,True,Bonds,Increase,Bonds,True,The average of the bid price and the ask price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 5 and 10 years,12,5,1.25,3.0,Male,26,United States,high-school graduate,Other,1,0,0,0,Less than once a month,Less than once a month,Stocks,No,To see how someone would do in this experiment,No Issues,,,,,,,,,,,,,tmjewif2,,,,,0
22,u9xki4ge,67168dec9c8bbf36f6db6cdd,0,3,51,intro,comprehensionQuestions,2026-01-21 18:29:18.660117,1,,,0.0,22,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tmjewif2,,,,,0
23,8qlp6kaa,6405feae7d6321bfaaf793e8,0,51,51,post_exp,FinalForProlific,2026-01-21 18:29:21.754473,1,,,108.34,23,,108.34,3,0.0,9,1,A,0.6217708455168549,More than $112,Less than today,The price you personally choose when submitting a buy order.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 10 and 15 years,12,10,2.5,3.0,Female,36,United States,undergraduate: 4th year,Other,1,0,0,0,Less than once a month,Less than once a month,Stocks,Do not know,To see if people chose to pay the $5 or not. ,None,,,,,,,,,,,,,tmjewif2,,,,,0
24,6aaukbt6,67e40bab848c22a30914c34c,0,51,51,post_exp,FinalForProlific,2026-01-21 18:29:25.316012,1,,,121.3,24,,121.3,11,0.0,11,6,A,0.7990750411149404,More than $112,More than today,The price you personally choose when submitting a buy order.,True,Stocks,Stay the same,Savings accounts,True,The average of the bid price and the ask price.,"Once one invests in a mutual fund, one cannot withdraw the money in the first year",She owns a part of firm B,Never,12,5,1.25,3.0,Male,26,United States,undergraduate: 4th year,Other,0,0,0,0,Less than once a month,Less than once a month,Cryptocurrencies,No,stocks ,no,,,,,,,,,,,,,tmjewif2,,,,,0
25,xznbvtch,67dd46602623d4bf857f7fa2,0,51,51,post_exp,FinalForProlific,2026-01-21 18:29:28.080079,1,,,110.57,25,,110.57,6,0.0,11,7,A,0.3138258429563242,More than $112,Exactly the same as today,The most recent price at which the security traded.,True,Stocks,Don't know / Not sure,Don't know / Not sure,Don't know / Not sure,The average of the bid price and the ask price.,Don't know / Not sure,She has lent money to firm B,Never,12,5,1.25,3.0,Male,28,United States,master,Other,0,0,0,0,Less than once a month,Less than once a month,Cryptocurrencies,No,stock,no,,,,,,,,,,,,,tmjewif2,,,,,0
26,rgowgt6c,6772a5c5190112e5dcbf6394,0,51,51,post_exp,FinalForProlific,2026-01-21 18:29:32.219161,1,,,101.91,26,,101.91,3,0.0,5,6,B,0.6406587703716748,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Male,64,United States,master,Other,1,1,1,1,Monthly,Less than once a month,Cryptocurrencies,Yes,To understand risk preference and decision making,No,,,,,,,,,,,,,tmjewif2,,,,,0
27,7yyll8ex,64b3ebc9ad6778799f835dcb,0,3,51,intro,comprehensionQuestions,2026-01-21 18:29:37.879310,1,,,0.0,27,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tmjewif2,,,,,0
28,jy9x2g86,667992b506b5fb5504eb23e0,0,51,51,post_exp,FinalForProlific,2026-01-21 18:29:38.136201,1,,,103.24,28,,103.24,10,0.0,6,7,B,0.8125649441504046,More than $112,Less than today,The highest price a buyer is currently willing to pay.,False,Stocks,Decrease,Bonds,False,The average of the bid price and the ask price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Between 5 and 10 years,12,7,1.75,3.0,Female,61,United States,high-school graduate,Other,0,1,1,1,Less than once a month,Weekly,Stocks,No,financial literacy,no,,,,,,,,,,,,,tmjewif2,,,,,0
29,4wfozxxv,67cc84a7ad8328b8bae14416,0,51,51,post_exp,FinalForProlific,2026-01-21 18:29:43.788818,1,,,132.47,29,,132.47,8,0.0,9,2,A,0.9361776018457828,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She has lent money to firm B,Never,12,12,3.0,3.0,Female,50,United States,undergraduate: 4th year,Other Management,1,1,1,1,Weekly,Daily,Cryptocurrencies,Yes,I think this study is trying to see how people make trading decisions when they’re given information like order flow imbalance. It seems like they want to know whether people can use that info to predict future returns and how confident they are in their forecasts when deciding how much to invest,Not at all.,,,,,,,,,,,,,tmjewif2,,,,,0
30,6gv4c3tx,5bd893be30bfa90001efc6ce,0,51,51,post_exp,FinalForProlific,2026-01-21 18:29:44.420607,1,,,104.1,30,,104.1,12,0.0,1,7,B,0.7071832982700564,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Don't know / Not sure,Decrease,Bonds,False,The average of the bid price and the ask price.,Don't know / Not sure,She owns a part of firm B,Between 5 and 10 years,12,5,1.25,3.0,Female,59,United States,high-school graduate,Other,0,0,0,0,Less than once a month,Less than once a month,,No,financial knowledge,no,,,,,,,,,,,,,tmjewif2,,,,,0
31,keflr89f,5d5035c5d87393001af70561,0,3,51,intro,comprehensionQuestions,2026-01-21 18:29:47.064688,1,,,0.0,31,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tmjewif2,,,,,0
