participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.consent,player.condition,player.user_agent_browser,player.user_agent_browser_version,player.user_agent_os,player.user_agent_os_version,player.user_agent_device,player.user_agent_is_bot,player.user_agent_is_mobile,player.user_agent_is_tablet,player.user_agent_is_pc,player.attention_check,player.attention_check_passed,player.q1,player.q2,player.q3,player.q4,player.q5,player.q6,player.self_assesment,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
61,3wf5h1tk,,0,0,52,,,,0,,,0.0,61,,0.0,,control,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
62,rf8acz5y,,0,0,52,,,,0,,,0.0,62,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
63,fo6e43rt,,0,0,52,,,,0,,,0.0,63,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
64,520qxzdd,,0,0,52,,,,0,,,0.0,64,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
65,cl27subt,,0,0,52,,,,0,,,0.0,65,,0.0,,control,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
66,3lb9k5cs,,0,0,52,,,,0,,,0.0,66,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
67,4rgajsff,,0,0,52,,,,0,,,0.0,67,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
68,pzjrs995,,0,0,52,,,,0,,,0.0,68,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
69,cabysv2o,,0,0,52,,,,0,,,0.0,69,,0.0,,control,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
70,t6n91ndd,,0,0,52,,,,0,,,0.0,70,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
71,1xy6a3bl,,0,0,52,,,,0,,,0.0,71,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
72,np778ny0,,0,0,52,,,,0,,,0.0,72,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
73,3nirtiy3,,0,0,52,,,,0,,,0.0,73,,0.0,,control,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
74,rrcku73e,,0,0,52,,,,0,,,0.0,74,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
75,rq5o6yy9,,0,0,52,,,,0,,,0.0,75,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
76,1o8fzppx,,0,0,52,,,,0,,,0.0,76,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
77,9d0lmchq,,0,0,52,,,,0,,,0.0,77,,0.0,,control,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
78,qtuns9ly,,0,0,52,,,,0,,,0.0,78,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
79,coht1pju,,0,0,52,,,,0,,,0.0,79,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
80,yjww94e3,,0,0,52,,,,0,,,0.0,80,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
81,hdt61z5b,,0,0,52,,,,0,,,0.0,81,,0.0,,control,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
82,kob5i3fy,,0,0,52,,,,0,,,0.0,82,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
83,dzbltg0f,,0,0,52,,,,0,,,0.0,83,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
84,ns7y85dr,,0,0,52,,,,0,,,0.0,84,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
85,wh0otid1,,0,0,52,,,,0,,,0.0,85,,0.0,,control,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
86,d99gscif,,0,0,52,,,,0,,,0.0,86,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
87,91fnlvbj,,0,0,52,,,,0,,,0.0,87,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
88,hd8fnqn5,,0,0,52,,,,0,,,0.0,88,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
89,vk3l9b1a,,0,0,52,,,,0,,,0.0,89,,0.0,,control,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
90,xxzlqtye,,0,0,52,,,,0,,,0.0,90,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
91,bayiwnyk,,0,0,52,,,,0,,,0.0,91,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
92,3g103kap,,0,0,52,,,,0,,,0.0,92,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
93,1hwait4b,,0,0,52,,,,0,,,0.0,93,,0.0,,control,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
94,reeeznyl,,0,0,52,,,,0,,,0.0,94,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
95,nk1ozd9b,,0,0,52,,,,0,,,0.0,95,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
96,hsqt27wj,,0,0,52,,,,0,,,0.0,96,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
97,yj6utito,,0,0,52,,,,0,,,0.0,97,,0.0,,control,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
98,lnf7sloi,,0,0,52,,,,0,,,0.0,98,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
99,a9lzpd7n,,0,0,52,,,,0,,,0.0,99,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
100,clldrpw5,,0,0,52,,,,0,,,0.0,100,,0.0,,treatment,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
1,v5p7p926,6723a4fc5d6db59fe3d4d4f0,0,3,52,intro,comprehensionQuestions,2026-01-13 17:17:31.173822,1,,,0.0,1,,0.0,1,control,Chrome,143.0.0,Windows,10,Other,0,0,0,1,,,,,,,,,,m5x4bbn3,,,,,0
2,tgtblzal,5c7bc3f0ca5d980001408e36,0,3,52,intro,comprehensionQuestions,2026-01-13 17:17:41.263919,1,,,0.0,2,,0.0,1,treatment,Mobile Safari,26.2,iOS,18.7,iPhone,0,1,0,0,,,,,,,,,,m5x4bbn3,,,,,0
3,7q4xa1m4,5ced66139b5b490001b688ed,0,52,52,post_exp,FinalForProlific,2026-01-13 17:17:45.180624,1,,,108.02,3,,0.0,1,treatment,Chrome,143.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,2,m5x4bbn3,,,,,0
4,8x0oks74,664c9de6874cd4d39680afea,0,3,52,intro,comprehensionQuestions,2026-01-13 17:17:50.295998,1,,,0.0,4,,0.0,1,treatment,Chrome,142.0.0,Windows,10,Other,0,0,0,1,,,,,,,,,,m5x4bbn3,,,,,0
5,hobwyr4l,63ea4b5592211a79471c9deb,0,52,52,post_exp,FinalForProlific,2026-01-13 17:17:53.277175,1,,,122.86,5,,0.0,1,control,Chrome,143.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,m5x4bbn3,,,,,0
6,wnsaau6f,669f0372343e26023ee5c023,0,52,52,post_exp,FinalForProlific,2026-01-13 17:18:09.872529,1,,,113.08,6,,0.0,1,treatment,Chrome,131.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,5,m5x4bbn3,,,,,0
7,j62f6gj0,676ae47a7cae28cecaf838e6,0,52,52,post_exp,FinalForProlific,2026-01-13 17:18:16.141831,1,,,105.35,7,,0.0,1,treatment,Mobile Safari,18.6,iOS,18.6.2,iPhone,0,1,0,0,third_option,1,,,,,,,7,m5x4bbn3,,,,,0
8,shm5nqt5,655e09fc282e4139c82f834a,0,52,52,post_exp,FinalForProlific,2026-01-13 17:18:16.866052,1,,,107.25,8,,0.0,1,treatment,Chrome,143.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,5,m5x4bbn3,,,,,0
9,kvyq565n,6727964977929019f6ff8a5d,0,9,52,main,Trade,2026-01-13 17:18:35.340196,1,,,0.0,9,,0.0,1,control,Mobile Safari,18.6,iOS,18.6.2,iPhone,0,1,0,0,third_option,1,,,,,,,7,m5x4bbn3,,,,,0
10,9cq870iw,5f5de7ba9a3ef664001fe837,0,3,52,intro,comprehensionQuestions,2026-01-13 17:18:48.645697,1,,,0.0,10,,0.0,1,treatment,Chrome,143.0.0,Windows,10,Other,0,0,0,1,,,,,,,,,,m5x4bbn3,,,,,0
11,appf6nwc,66635a51d2ef2f39abd09b67,0,52,52,post_exp,FinalForProlific,2026-01-13 17:19:47.282106,1,,,116.26,11,,0.0,1,treatment,Chrome,143.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,7,m5x4bbn3,,,,,0
12,6hwsmcop,5a8b527d5292b80001232b81,0,3,52,intro,comprehensionQuestions,2026-01-13 17:19:53.902003,1,,,0.0,12,,0.0,1,treatment,Edge,143.0.0,Windows,10,Other,0,0,0,1,,,,,,,,,,m5x4bbn3,,,,,0
13,bmjrzxc1,62da6a553aaca6fffb50307f,0,6,52,main,Trade,2026-01-13 17:20:21.610686,1,,,0.0,13,,0.0,1,control,Chrome,143.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,4,m5x4bbn3,,,,,0
14,ksmbi28l,673c8c2a86f12a6e2c1764a4,0,52,52,post_exp,FinalForProlific,2026-01-13 17:20:46.062725,1,,,108.33,14,,0.0,1,treatment,Chrome,140.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,m5x4bbn3,,,,,0
15,luqq41ll,651d9ea96f3253abbfd8d38b,0,52,52,post_exp,FinalForProlific,2026-01-13 17:20:55.854924,1,,,103.19,15,,0.0,1,treatment,Chrome,143.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,1,m5x4bbn3,,,,,0
16,pr6ez0t6,5e34325430e5263f0bebb32d,0,52,52,post_exp,FinalForProlific,2026-01-13 17:24:11.686660,1,,,107.35,16,,0.0,1,treatment,Chrome,143.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,5,m5x4bbn3,,,,,0
17,rzuvfpdg,6501c0a2e788b5556c24569d,0,52,52,post_exp,FinalForProlific,2026-01-13 17:25:02.449592,1,,,125.49,17,,0.0,1,control,Chrome,143.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,6,m5x4bbn3,,,,,0
18,go639853,,0,0,52,,,,0,,,0.0,18,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
19,es5y72p8,,0,0,52,,,,0,,,0.0,19,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
20,nnqdejji,,0,0,52,,,,0,,,0.0,20,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
21,5jr77ct0,,0,0,52,,,,0,,,0.0,21,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
22,tkfvz1rd,,0,0,52,,,,0,,,0.0,22,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
23,46u0bxda,,0,0,52,,,,0,,,0.0,23,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
24,vy3u23lq,,0,0,52,,,,0,,,0.0,24,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
25,ginzwr0h,,0,0,52,,,,0,,,0.0,25,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
26,zwk89iu5,,0,0,52,,,,0,,,0.0,26,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
27,e3zitdy6,,0,0,52,,,,0,,,0.0,27,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
28,s7p218yx,,0,0,52,,,,0,,,0.0,28,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
29,ifhiyq7c,,0,0,52,,,,0,,,0.0,29,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
30,eusycgom,,0,0,52,,,,0,,,0.0,30,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
31,0s504vl8,,0,0,52,,,,0,,,0.0,31,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
32,lpnvn4c1,,0,0,52,,,,0,,,0.0,32,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
33,nrtrv892,,0,0,52,,,,0,,,0.0,33,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
34,gok7tw6g,,0,0,52,,,,0,,,0.0,34,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
35,uv8dosnq,,0,0,52,,,,0,,,0.0,35,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
36,v7222njd,,0,0,52,,,,0,,,0.0,36,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
37,3p39srgp,,0,0,52,,,,0,,,0.0,37,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
38,lx725v5a,,0,0,52,,,,0,,,0.0,38,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
39,nokc44iu,,0,0,52,,,,0,,,0.0,39,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
40,nhkrem9s,,0,0,52,,,,0,,,0.0,40,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
41,zrifs78w,,0,0,52,,,,0,,,0.0,41,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
42,d7547pnj,,0,0,52,,,,0,,,0.0,42,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
43,dw1o1fsk,,0,0,52,,,,0,,,0.0,43,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
44,c8dm8j71,,0,0,52,,,,0,,,0.0,44,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
45,ry8jilqc,,0,0,52,,,,0,,,0.0,45,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
46,urtz332o,,0,0,52,,,,0,,,0.0,46,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
47,bgl3kv7o,,0,0,52,,,,0,,,0.0,47,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
48,bv1od516,,0,0,52,,,,0,,,0.0,48,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
